,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
245005,59332,40.35408089814,35.14769991488,140839575434684032,0.7103,6.802,4.73,-4.889,14.308043,0.002773,14.596907,0.003337,13.85878,0.003913,13.612621,0.112238,0.738127,0.288864,0.449263,,6060.1,1266.2495,1.405,2.6596487,1.185,4.502,0.4483079,F      
603039,17366,16.22209561716,-72.06164867162,4690510316261370496,-0.0423,1.139,0.473,-1.036,15.528701,0.002835,15.486213,0.003853,15.448029,0.004452,,,0.038184,-0.042488,0.080672,,32145.2,28309.08,4.0299,,,,,O      
235367,49694,49.75300083253,33.69832768054,125836911072564736,3.1026,14.767,14.12,-4.323,11.202868,0.002802,11.470009,0.002886,10.778401,0.003805,10.599369,0.011257,0.691608,0.26714,0.424467,,6737.9,318.2502,1.3446,3.4035163,1.352,0.686,0.5583509,F      
40844,40844,312.97688821315,35.82102214172,1869946129823371648,0.6043,3.302,-2.348,-2.321,13.973027,0.002766,14.24844,0.00294,13.538818,0.003825,13.40198,0.05705,0.709621,0.275413,0.434209,,7298.1,1693.042,1.953,8.803844,1.619,1.136,0.49243042,A      
520376,34703,339.35833501516,55.39301793033,2006504443194573568,0.1778,2.771,-1.751,-2.148,13.567051,0.002796,15.185775,0.003356,12.351921,0.003875,11.782483,0.014417,2.833854,1.618724,1.21513,,3717.9,8122.1733,98.7268,507.60028,1.97,1.246,0.00529542,M      
471354,85681,67.9066457591,38.58931536686,178814336236683520,0.2582,1.177,-0.925,-0.728,13.71616,0.002769,14.770458,0.003001,12.708073,0.003828,12.23862,0.032131,2.062386,1.054298,1.008087,,4711.9,5188.264,27.8924,142.38771,3.203,0.317,0.08381208,K      
164574,64574,25.99522164144,61.87775756655,511298681027528320,0.3066,0.986,-0.893,-0.418,14.301691,0.002765,14.682009,0.004003,13.683563,0.005202,,,0.998446,0.380318,0.618128,,11665.1,3399.9082,3.4902,168.83113,3.317,,0.51243716,B      
192680,7007,39.23420154426,12.02915928156,26084023583434368,3.798,42.547,-13.88,-40.219,11.522651,0.002779,11.838858,0.002874,11.037931,0.003804,10.845397,0.011613,0.800927,0.316207,0.48472,,6038.4,259.8581,1.1001,1.4601873,1.095,2.847,0.5211879,F      
287409,1736,42.14286155372,6.17033084595,6622362829644416,1.4896,18.865,18.849,-0.764,14.572886,0.00277,15.068964,0.003234,13.908648,0.003929,13.665038,0.084434,1.160317,0.496079,0.664238,,5744.1,620.485,0.9081,0.90162313,1.007,2.838,0.55624115,G      
392117,6444,47.48480294807,13.88815194968,29792508801009024,4.7797,66.458,-11.837,-65.396,15.141287,0.002794,16.157562,0.005401,14.145521,0.004199,13.615012,0.1953,2.012041,1.016275,0.995766,,3697.9,205.872,0.6142,0.0658846,0.577,12.363,0.42774925,K      
70373,70373,336.18061949342,61.10603530238,2201599789253009664,2.115,5.986,5.722,-1.759,12.075581,0.002762,12.592078,0.002874,11.387485,0.003831,11.081444,0.016199,1.204594,0.516498,0.688096,,7867.4,490.1964,2.03,13.164625,1.784,0.848,0.43576723,A      
125188,25188,75.74438789968,54.33071835951,267202323649465088,0.4847,4.613,3.335,-3.187,12.382688,0.002762,12.579918,0.002844,12.038532,0.003802,,,0.541386,0.19723,0.344155,,15272.6,2457.1228,3.6129,410.46124,4.412,,0.82234627,B      
425810,40137,38.92898509199,25.75894557577,126422332293716352,2.2925,25.926,25.922,0.448,14.800307,0.002778,15.418562,0.00337,14.045353,0.004856,13.784417,0.126537,1.373209,0.618255,0.754954,,4792.1,401.9614,0.7062,0.27020296,0.758,11.208,0.6370133,K      
265938,80265,59.55969525986,27.81927442125,166677514573311232,1.05,9.968,6.06,-7.915,14.360969,0.002766,14.750067,0.003203,13.795192,0.003852,13.678281,0.111767,0.954875,0.389098,0.565777,,5951.0,1137.8402,1.5313,1.7204533,1.067,5.985,0.39279723,F      
505820,20147,235.30731354987,44.5849487449,1397367648409587456,6.9439,93.231,-64.969,-66.866,14.945467,0.002777,16.175716,0.003888,13.843851,0.003889,13.269407,0.115388,2.331865,1.230249,1.101616,,3658.0,143.7866,0.532,0.04635137,0.529,11.026,0.6643351,M      
344185,58512,78.09847823794,32.33892659852,181417803675466112,2.8959,26.035,14.356,-21.719,12.73267,0.002766,13.173044,0.002845,12.133446,0.003799,11.891128,0.025976,1.039599,0.440374,0.599224,,5554.4,332.8138,1.0165,0.883349,0.896,11.982,0.5241542,G      
168286,68286,38.27519559734,62.96706203506,514042306132785920,0.0733,1.222,-1.085,0.561,16.413433,0.002779,16.883732,0.003953,15.761626,0.004252,,,1.122106,0.470299,0.651807,,11601.8,3486.8806,1.5226,38.42981,,,0.77531743,B      
297861,12188,49.88148789091,15.21857973017,54329622603312640,1.9948,8.546,-8.544,-0.191,14.206773,0.002764,14.678055,0.002929,13.568366,0.003881,13.25384,0.099884,1.109689,0.471282,0.638407,,5497.4,472.9733,0.8073,0.57580656,0.956,0.297,0.59835535,G      
44485,44485,324.27179908237,44.3032039611,1967994735624340864,0.7636,4.555,-1.838,-4.167,13.978161,0.002796,14.465786,0.002934,13.292204,0.003833,13.027583,0.050029,1.173582,0.487625,0.685957,,7883.4,1287.5762,2.1398,15.210529,1.832,0.879,0.5208575,A      
171527,71527,29.85862662612,65.70111543027,518383246757558144,0.3227,0.713,-0.634,0.325,14.409443,0.002848,14.754248,0.003927,13.876655,0.00427,,,0.877593,0.344805,0.532788,,15003.5,2817.3252,2.1851,229.84805,4.025,,1.1387184,B      
503835,18162,230.50356870746,21.17807836158,1214173446260366464,7.2101,46.603,-46.48,3.372,14.516007,0.002793,15.695177,0.003912,13.440262,0.004081,12.896862,0.052138,2.254915,1.17917,1.075746,,3778.7,138.1396,0.5984,0.066927806,0.578,13.29,0.61611915,M      
88629,88629,105.48978802539,-8.66002767283,3050054188983070976,0.6094,2.202,-0.673,-2.097,13.666663,0.002769,13.995109,0.002889,13.17119,0.003958,12.833785,0.084678,0.823918,0.328445,0.495473,,7396.5,1523.9535,2.1876,11.787739,1.706,1.26,0.49220172,A      
434112,48439,45.08398827675,38.36114434552,142406413864143872,0.3144,2.849,1.511,-2.415,14.725877,0.002769,15.283505,0.00403,14.021637,0.003912,13.699804,0.10253,1.261868,0.557628,0.70424,,4833.1,2152.9434,3.596,10.714077,1.281,4.845,0.17405216,K      
570385,84712,270.68685022081,-34.49576467396,4042149066994185216,0.087,10.959,-3.668,-10.327,14.660201,0.002791,15.794257,0.003941,13.61651,0.003928,12.991769,0.092055,2.177747,1.134056,1.043691,,4580.4,2890.8733,11.2502,51.160477,2.803,0.455,0.08715473,M      
41822,41822,334.48595816287,35.69918603984,1906338452858183680,2.3577,13.657,-3.088,-13.304,10.272518,0.002766,10.425307,0.002832,9.999659,0.003786,9.898534,0.007889,0.425649,0.152789,0.27286,,7631.8,436.6394,2.1122,12.894042,1.76,1.0,0.5225158,A      
69311,69311,314.99864771939,58.0408897868,2190471739443701504,0.5833,9.815,-3.593,-9.133,14.991644,0.002778,15.692328,0.003649,14.127183,0.003995,13.791053,0.157298,1.565145,0.700684,0.864461,,9272.5,1819.1954,2.4797,33.68911,2.253,0.446,0.46178538,A      
307342,21669,41.55247150785,17.54736858947,83409334336060288,1.8569,17.633,-13.091,-11.812,12.721654,0.003407,13.080577,0.002934,12.120278,0.003883,11.917421,0.020221,0.960299,0.358923,0.601376,,5496.6,343.1167,1.0288,2.028561,0.965,12.346,0.5772722,G      
290341,4668,39.95637410395,9.44886048628,21705669497917696,1.2932,6.345,2.955,-5.615,14.442799,0.002769,14.872652,0.00356,13.848568,0.004125,13.840707,0.280826,1.024084,0.429853,0.594231,,5700.9,679.8057,0.915,0.9049481,0.96,6.596,0.57253945,G      
595428,9755,283.92302045207,-1.66857058405,4265019902152664832,0.1496,6.416,-2.741,-5.801,14.706716,0.00327,15.2478,0.012792,13.824755,0.012946,,,1.423045,0.541084,0.881961,,15091.4,2699.3838,2.833,370.1641,4.314,,0.9525948,O      
167191,67191,24.26275615168,63.80312950322,512869917500005248,0.2682,1.236,-1.184,-0.354,15.221435,0.002766,15.614266,0.003102,14.641326,0.0039,,,0.97294,0.392832,0.580109,,9601.5,4957.75,3.6693,49.399456,2.443,0.409,0.4203476,B      
112443,12443,74.54338157924,42.64283995889,202050006231472128,0.2583,1.438,0.178,-1.427,14.999398,0.002783,15.199932,0.003177,14.653454,0.003984,,,0.546478,0.200534,0.345944,,10660.2,4165.9404,2.2475,61.319836,2.648,0.236,0.539503,B      
221927,36254,25.33343669541,21.5776116512,96798946420637056,1.1789,12.335,-7.035,-10.132,13.06776,0.002768,13.406752,0.002882,12.563393,0.003813,12.372435,0.035223,0.843359,0.338991,0.504368,,6002.3,828.3345,1.772,3.471942,1.167,5.632,0.48796552,F      
